qid,question,gold,prediction,em,f1,confidence,latency_ms,abstained,x_method
oa_120,"At time 171 in context ctx_03, can u_0063 access res_0130?",0,,0,0.0,0.0,157.26984100183472,True,quest_kg
oa_125,"At time 69 in context ctx_05, can u_0465 access res_0015?",0,,0,0.0,0.0,380.3627689994755,True,quest_kg
oa_132,"At time 184 in context ctx_00, can u_0312 access res_0154?",0,,0,0.0,0.0,46.07720700005302,True,quest_kg
oa_152,"At time 96 in context ctx_00, can u_0156 access res_0128?",0,,0,0.0,0.0,83.40929900441552,True,quest_kg
oa_165,"At time 103 in context ctx_07, can u_0315 access res_0188?",0,,0,0.0,0.0,44.89025200018659,True,quest_kg
oa_167,"At time 68 in context ctx_04, can u_0073 access res_0039?",0,,0,0.0,0.0,62.937157999840565,True,quest_kg
oa_168,"At time 78 in context ctx_06, can u_0051 access res_0112?",0,,0,0.0,0.0,100.52755999640794,True,quest_kg
oa_177,"At time 180 in context ctx_04, can u_0240 access res_0124?",0,,0,0.0,0.0,305.15021400060505,True,quest_kg
oa_178,"At time 65 in context ctx_01, can u_0104 access res_0071?",0,,0,0.0,0.0,26.837092998903245,True,quest_kg
oa_186,"At time 157 in context ctx_05, can u_0441 access res_0085?",0,,0,0.0,0.0,63.477727002464235,True,quest_kg
oa_201,"At time 116 in context ctx_04, can u_0457 access res_0045?",0,,0,0.0,0.0,26.294934999896213,True,quest_kg
oa_209,"At time 110 in context ctx_06, can u_0171 access res_0122?",0,,0,0.0,0.0,64.05856299534207,True,quest_kg
oa_218,"At time 153 in context ctx_01, can u_0386 access res_0023?",0,,0,0.0,0.0,26.42938500503078,True,quest_kg
oa_226,"At time 65 in context ctx_01, can u_0171 access res_0040?",0,,0,0.0,0.0,26.869314999203198,True,quest_kg
oa_228,"At time 145 in context ctx_01, can u_0110 access res_0128?",0,,0,0.0,0.0,64.30740599898854,True,quest_kg
oa_240,"At time 104 in context ctx_00, can u_0457 access res_0157?",0,,0,0.0,0.0,26.718870001786854,True,quest_kg
oa_246,"At time 112 in context ctx_00, can u_0123 access res_0127?",0,,0,0.0,0.0,83.27277599892113,True,quest_kg
oa_251,"At time 71 in context ctx_07, can u_0470 access res_0008?",0,,0,0.0,0.0,82.31906199944206,True,quest_kg
oa_258,"At time 135 in context ctx_07, can u_0401 access res_0042?",0,,0,0.0,0.0,45.25178000039887,True,quest_kg
oa_265,"At time 187 in context ctx_03, can u_0245 access res_0030?",0,,0,0.0,0.0,44.51376599899959,True,quest_kg
oa_270,"At time 108 in context ctx_04, can u_0475 access res_0106?",0,,0,0.0,0.0,63.59855800110381,True,quest_kg
oa_275,"At time 128 in context ctx_00, can u_0248 access res_0129?",0,,0,0.0,0.0,45.81315299583366,True,quest_kg
oa_288,"At time 64 in context ctx_00, can u_0092 access res_0194?",0,,0,0.0,0.0,45.02200500428444,True,quest_kg
oa_290,"At time 195 in context ctx_03, can u_0162 access res_0132?",0,,0,0.0,0.0,26.298819000658114,True,quest_kg
oa_292,"At time 179 in context ctx_03, can u_0141 access res_0192?",0,,0,0.0,0.0,25.80770300119184,True,quest_kg
oa_294,"At time 122 in context ctx_02, can u_0305 access res_0022?",0,,0,0.0,0.0,45.607187996210996,True,quest_kg
oa_298,"At time 197 in context ctx_05, can u_0469 access res_0169?",0,,0,0.0,0.0,45.43833099887706,True,quest_kg
oa_309,"At time 198 in context ctx_06, can u_0377 access res_0147?",0,,0,0.0,0.0,83.65353200497339,True,quest_kg
oa_312,"At time 172 in context ctx_04, can u_0162 access res_0195?",0,,0,0.0,0.0,26.85854300216306,True,quest_kg
oa_316,"At time 93 in context ctx_05, can u_0352 access res_0088?",0,,0,0.0,0.0,120.58351299492642,True,quest_kg
oa_318,"At time 88 in context ctx_00, can u_0052 access res_0131?",0,,0,0.0,0.0,45.647924998775125,True,quest_kg
oa_322,"At time 133 in context ctx_05, can u_0475 access res_0026?",0,,0,0.0,0.0,47.112790001847316,True,quest_kg
oa_327,"At time 173 in context ctx_05, can u_0109 access res_0006?",0,,0,0.0,0.0,240.60572999587748,True,quest_kg
oa_331,"At time 58 in context ctx_02, can u_0041 access res_0027?",1,,0,0.0,0.0,47.06699700182071,True,quest_kg
oa_332,"At time 96 in context ctx_00, can u_0002 access res_0164?",0,,0,0.0,0.0,27.461737001431175,True,quest_kg
oa_333,"At time 119 in context ctx_07, can u_0388 access res_0158?",0,,0,0.0,0.0,27.765633996750694,True,quest_kg
oa_337,"At time 68 in context ctx_04, can u_0331 access res_0092?",0,,0,0.0,0.0,26.089787999808323,True,quest_kg
oa_344,"At time 127 in context ctx_07, can u_0495 access res_0113?",0,,0,0.0,0.0,64.53113300085533,True,quest_kg
oa_346,"At time 158 in context ctx_06, can u_0301 access res_0141?",0,,0,0.0,0.0,63.77337099547731,True,quest_kg
oa_365,"At time 55 in context ctx_07, can u_0481 access res_0048?",1,,0,0.0,0.0,66.06710799678694,True,quest_kg
oa_370,"At time 95 in context ctx_07, can u_0041 access res_0145?",0,,0,0.0,0.0,26.496851998672355,True,quest_kg
oa_374,"At time 142 in context ctx_06, can u_0417 access res_0008?",0,,0,0.0,0.0,26.547986002697144,True,quest_kg
oa_378,"At time 72 in context ctx_00, can u_0103 access res_0130?",0,,0,0.0,0.0,26.137805994949304,True,quest_kg
oa_383,"At time 159 in context ctx_07, can u_0163 access res_0090?",0,,0,0.0,0.0,27.860557995154522,True,quest_kg
oa_385,"At time 110 in context ctx_06, can u_0385 access res_0004?",0,,0,0.0,0.0,45.9714120006538,True,quest_kg
oa_395,"At time 85 in context ctx_05, can u_0321 access res_0119?",0,,0,0.0,0.0,197.50500300142448,True,quest_kg
oa_408,"At time 110 in context ctx_06, can u_0196 access res_0043?",0,,0,0.0,0.0,27.46689200284891,True,quest_kg
oa_429,"At time 82 in context ctx_02, can u_0197 access res_0093?",0,,0,0.0,0.0,27.513180997630116,True,quest_kg
oa_454,"At time 100 in context ctx_04, can u_0153 access res_0154?",0,,0,0.0,0.0,90.04883500165306,True,quest_kg
oa_473,"At time 135 in context ctx_07, can u_0080 access res_0062?",0,,0,0.0,0.0,27.785368998593185,True,quest_kg
oa_475,"At time 180 in context ctx_04, can u_0256 access res_0030?",0,,0,0.0,0.0,28.190924000227824,True,quest_kg
oa_492,"At time 194 in context ctx_02, can u_0422 access res_0128?",0,,0,0.0,0.0,48.72956900362624,True,quest_kg
oa_493,"At time 92 in context ctx_04, can u_0427 access res_0032?",0,,0,0.0,0.0,27.696402998117264,True,quest_kg
oa_500,"At time 87 in context ctx_07, can u_0186 access res_0142?",0,,0,0.0,0.0,47.543347005557735,True,quest_kg
oa_509,"At time 91 in context ctx_03, can u_0014 access res_0083?",0,,0,0.0,0.0,176.16496000118786,True,quest_kg
oa_510,"At time 69 in context ctx_05, can u_0314 access res_0147?",0,,0,0.0,0.0,27.196165996429045,True,quest_kg
oa_515,"At time 152 in context ctx_00, can u_0062 access res_0129?",0,,0,0.0,0.0,27.730326997698285,True,quest_kg
oa_523,"At time 95 in context ctx_07, can u_0034 access res_0027?",0,,0,0.0,0.0,27.7153150018421,True,quest_kg
oa_537,"At time 71 in context ctx_07, can u_0070 access res_0072?",0,,0,0.0,0.0,45.2730530014378,True,quest_kg
oa_539,"At time 124 in context ctx_04, can u_0333 access res_0080?",0,,0,0.0,0.0,26.07718099898193,True,quest_kg
oa_543,"At time 178 in context ctx_02, can u_0360 access res_0136?",0,,0,0.0,0.0,63.52599499950884,True,quest_kg
oa_544,"At time 135 in context ctx_07, can u_0246 access res_0149?",0,,0,0.0,0.0,28.072025001165457,True,quest_kg
oa_557,"At time 160 in context ctx_00, can u_0150 access res_0118?",0,,0,0.0,0.0,63.873897001030855,True,quest_kg
oa_565,"At time 82 in context ctx_02, can u_0158 access res_0131?",0,,0,0.0,0.0,26.81731800112175,True,quest_kg
oa_573,"At time 152 in context ctx_00, can u_0004 access res_0110?",0,,0,0.0,0.0,45.32238200044958,True,quest_kg
oa_576,"At time 196 in context ctx_04, can u_0281 access res_0189?",0,,0,0.0,0.0,26.02570399903925,True,quest_kg
oa_577,"At time 143 in context ctx_07, can u_0020 access res_0107?",0,,0,0.0,0.0,25.89726600126596,True,quest_kg
oa_580,"At time 195 in context ctx_03, can u_0127 access res_0137?",0,,0,0.0,0.0,46.575514003052376,True,quest_kg
oa_589,"At time 55 in context ctx_07, can u_0247 access res_0048?",1,,0,0.0,0.0,47.81344599905424,True,quest_kg
oa_599,"At time 178 in context ctx_02, can u_0402 access res_0050?",0,,0,0.0,0.0,123.14321899611969,True,quest_kg
oa_604,"At time 58 in context ctx_02, can u_0127 access res_0130?",1,,0,0.0,0.0,27.98007000092184,True,quest_kg
oa_606,"At time 110 in context ctx_06, can u_0112 access res_0187?",0,,0,0.0,0.0,27.854243002366275,True,quest_kg
oa_617,"At time 70 in context ctx_06, can u_0123 access res_0073?",0,,0,0.0,0.0,27.780764998169616,True,quest_kg
oa_625,"At time 67 in context ctx_03, can u_0418 access res_0008?",0,,0,0.0,0.0,26.43445099965902,True,quest_kg
oa_638,"At time 78 in context ctx_06, can u_0062 access res_0031?",0,,0,0.0,0.0,65.1170839992119,True,quest_kg
oa_643,"At time 73 in context ctx_01, can u_0023 access res_0096?",0,,0,0.0,0.0,26.163179994910024,True,quest_kg
oa_647,"At time 156 in context ctx_04, can u_0429 access res_0189?",0,,0,0.0,0.0,26.718096996773966,True,quest_kg
oa_657,"At time 148 in context ctx_04, can u_0096 access res_0022?",0,,0,0.0,0.0,27.062590001150966,True,quest_kg
oa_659,"At time 97 in context ctx_01, can u_0475 access res_0086?",0,,0,0.0,0.0,86.20592799707083,True,quest_kg
