qid,question,gold,prediction,em,f1,confidence,latency_ms,abstained,x_method
WebQTest-76,what works of art did leonardo da vinci produce,g.121wt37c,,0,0.0,1.0,30903.596831998584,True,quest_kg
WebQTest-77,what capital of austria,Vienna,,0,0.0,1.0,61725.02290600096,True,quest_kg
WebQTest-78,what type of cancer did eva peron have,Cervical cancer,,0,0.0,1.0,87014.41635899755,True,quest_kg
WebQTest-79,what country did buddha come from,Nepal,,0,0.0,1.0,90142.10911199916,True,quest_kg
WebQTest-80,what county is greeley colorado in,Weld County,,0,0.0,1.0,66398.04034400004,True,quest_kg
WebQTest-82,what did peter tchaikovsky do,Musician,,0,0.0,1.0,26185.82017299923,True,quest_kg
WebQTest-83,which countries speak german officially,Belgium,,0,0.0,1.0,325349.01691300183,True,quest_kg
WebQTest-84,what type of music did john lennon sing,Rock music,,0,0.0,1.0,39918.372292999265,True,quest_kg
WebQTest-85,who are the colorado representatives,Mark Udall,,0,0.0,1.0,24618.610945999535,True,quest_kg
WebQTest-86,which country does greenland belong to,Denmark,,0,0.0,1.0,73654.0979929996,True,quest_kg
WebQTest-87,what the zip code for seattle washington,98185,,0,0.0,1.0,21679.704194000806,True,quest_kg
WebQTest-88,who is willow smith mom name,Jada Pinkett Smith,,0,0.0,1.0,91148.78083900112,True,quest_kg
WebQTest-89,what do you call the chinese writing system,Simplified Chinese character,,0,0.0,1.0,14021.373437000875,True,quest_kg
WebQTest-90,who played on the jeffersons,Damon Evans,,0,0.0,1.0,74922.17961599817,True,quest_kg
WebQTest-91,what is the name of the san francisco newspaper,Synapse,,0,0.0,1.0,31995.675362999464,True,quest_kg
WebQTest-93,what continent does armenia belong to,Europe,,0,0.0,1.0,51765.12626800104,True,quest_kg
WebQTest-94,what did randy savage died of,heart attack,,0,0.0,1.0,72328.45379100036,True,quest_kg
WebQTest-95,what was the title of the book charles darwin wrote,On evolution,,0,0.0,1.0,42108.60936099925,True,quest_kg
WebQTest-96,where did richard nixon die,New York City,,0,0.0,1.0,49417.786489997525,True,quest_kg
WebQTest-97,what songs does smokey robinson sing,Just to See Her,,0,0.0,1.0,36702.724615999614,True,quest_kg
WebQTest-98,who was vice president when jfk was president,Lyndon B. Johnson,,0,0.0,1.0,32224.0721019989,True,quest_kg
WebQTest-99,what is serbian language called,Serbian language,,0,0.0,1.0,149592.41204499995,True,quest_kg
WebQTest-100,what language is spoken in haiti today,Haitian Creole,,0,0.0,1.0,118771.21115399859,True,quest_kg
WebQTest-102,who played barbara gordon batgirl,Melinda McGraw,,0,0.0,1.0,39942.78445799864,True,quest_kg
WebQTest-103,what basketball teams has shaq played for,Miami Heat,,0,0.0,1.0,31095.476808000967,True,quest_kg
WebQTest-104,where is jay leno from,New Rochelle,,0,0.0,1.0,80220.86101400055,True,quest_kg
WebQTest-105,what language do people from thailand speak,Mon Language,,0,0.0,1.0,81741.738798999,True,quest_kg
WebQTest-106,who did armie hammer play in the social network,Cameron Winklevoss,,0,0.0,1.0,67342.00357500231,True,quest_kg
WebQTest-107,what was thomas jefferson role in the declaration of independence,Lawyer,,0,0.0,1.0,74520.36007799688,True,quest_kg
WebQTest-108,what was the book written by charles darwin,On evolution,,0,0.0,1.0,42308.92470699837,True,quest_kg
WebQTest-109,who did tim tebow play college football for,Florida Gators football,,0,0.0,1.0,77301.1716660003,True,quest_kg
WebQTest-110,who does peyton manning play football for,Denver Broncos,,0,0.0,1.0,83405.79301899925,True,quest_kg
WebQTest-111,where is the carpathian mountain range located,Europe,,0,0.0,1.0,171898.6589140004,True,quest_kg
WebQTest-112,what was robert burns,Bard,,0,0.0,1.0,82797.62822300108,True,quest_kg
WebQTest-114,who did the voice of darth vader in episode 3,Hayden Christensen,,0,0.0,1.0,30702.13620999857,True,quest_kg
WebQTest-115,what super bowl did peyton manning win,Super Bowl XLI,,0,0.0,1.0,20589.1935489999,True,quest_kg
WebQTest-116,which country was justin bieber born in,Canada,,0,0.0,1.0,75499.26147699807,True,quest_kg
WebQTest-118,who fought in the gulf war 1991,France,,0,0.0,1.0,19598.996360000456,True,quest_kg
WebQTest-119,who plays london tipton in suite life on deck,Brenda Song,,0,0.0,1.0,30966.57279200008,True,quest_kg
WebQTest-121,what team did david beckham play for in 2011,LA Galaxy,,0,0.0,1.0,63281.98842200072,True,quest_kg
WebQTest-122,where did francisco coronado come from,Salamanca,,0,0.0,1.0,57393.93378300156,True,quest_kg
